COUNTRY,CONTI-NENT,CODE,UNIVERSITY/ORGANIZATION,FORMER/ OTHER NAMES,ABBRE-VIATION,FACULTY/ DEPARTMENT,SIGNING,EXPIRY,"EXPIRY
CHECK",LEVEL OF COOPERATION,TYPE OF COOPERATION,NOTE,UPDATED
HONG KONG,Asia,HK005-1998B261,Hong Kong University of Science and Technology,,,School of Business and Management,2-Dec-1998,auto renew,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
HONG KONG,Asia,HK005-2012B211,Hong Kong University of Science and Technology,,,School of Engineering,25-Jun-2012,31-Jul-2017,0,Faculty of Engineering,Student Exchange,,9-Sep-15
HONG KONG,Asia,HK005-2017A001,Hong Kong University of Science and Technology,,,,22-Jun-2017,21-Jun-2022,1,University,General Cooperation,,26-Jun-17
HONG KONG,Asia,HK005-2017B211,Hong Kong University of Science and Technology,,,,27-Jun-2017,31-Jul-2022,1,Faculty of Engineering,Student Exchange,,6-Nov-17
HONG KONG,Asia,HK002-1997A001,"Hong Kong, University of",,,,25-Mar-1997,25-Mar-2000,0,University,General Cooperation,,9-Sep-15
HONG KONG,Asia,HK002-1997B001,"Hong Kong, University of",,,,6-Jun-1997,6-Jun-2000,0,University,Student Exchange,,9-Sep-15
HONG KONG,Asia,HK002-2017B001,"Hong Kong, University of",,,,17-Oct-2017,16-Oct-2022,1,University,Student Exchange,Effective through the end of AY2021-22,23-Nov-17
HONG KONG,Asia,HK006-2012A001,Lingnan University,,,,17-Apr-2012,31-Jul-2017,0,University,General Cooperation,,9-Sep-15
HONG KONG,Asia,HK006-2017A001,Lingnan University,,,,25-Jul-2017,24-Jul-2022,1,University,General Cooperation,,23-Aug-17
HUNGARY,Europe,HU001-1999A211,Technical University of Budapest,,,"Department of Plastics and Rubber Technology, Faculty of Chemical Engineering",3-Mar-1999,2-Mar-2004,0,Faculty of Engineering,General Cooperation,,9-Sep-15
HUNGARY,Europe,HU002-2017A001,Semmelweis University,,,,12-Sep-2017,unlimited,,University,General Cooperation,,19-Sep-17
ICELAND,Europe,IS001-2005A231,"Iceland, University of ",,,,30-May-2005,29-May-2010,0,Faculty of Science,General Cooperation,,9-Sep-15
ICELAND,Europe,IS001-2005B231,"Iceland, University of ",,,,30-May-2005,29-May-2010,0,Faculty of Science,Student Exchange,,9-Sep-15
INDIA,Asia,IN001-2011A001,"Calcutta, University of",,,,11-Apr-2011,10-Apr-2016,0,University,General Cooperation,,9-Sep-15
INDIA,Asia,,"Dr. D. Y. Patil Dental College & Hospital, 2019",,,,5-Apr-2019,4-Apr-2024,1,Faculty of Dentistry,General Cooperation,,29-Apr-19
INDIA,Asia,IN002-2012J001,Indian Council for Cultural Relations,,ICCR,,25-Jan-2012,30-Oct-2015,0,University,Collaboration on the Establishment of Forum/Institute/Center,,9-Sep-15
INDIA,Asia,IN004-2016A001,Indian Institute of Technology Kanpur,,,,2-Jan-2016,1-Jan-2021,1,University,General Cooperation,,12-Feb-16
INDIA,Asia,IN003-2013A001,"Mysore, University of",,,,25-Nov-2013,24-Nov-2018,0,University,General Cooperation,,9-Sep-15
INDIA,Asia,IN005-2019A001,North-Eastern Hill University,,NEHU,,10-Jan-2019,9-Jan-2024,1,University,General Cooperation,,10-Jan-19
INDONESIA,Asia,ID011-2017A311,Airlangga University,Universitas Airlangga,UNAIR,Faculty of Veterinary Medicine,20-Mar-2017,19-Mar-2027,,Faculty of Veterinary Science,General Cooperation,Shall be extended for a further 5 years at the expiration date unless either Party gives a written notice,25-Jan-19
INDONESIA,Asia,ID011-2018A001,Airlangga University,Universitas Airlangga,UNAIR,,27-Dec-2018,26-Dec-2023,1,University,General Cooperation,,27-Dec-18
INDONESIA,Asia,ID010-2018A751,BINUS University,,,,30-Jun-2018,29-Jun-2019,1,Institute of Asian Studies,General Cooperation,,16-Nov-18
INDONESIA,Asia,ID001-2012A921,"Brawijaya, University of",,,,13-Oct-2012,auto renew,1,Halal Science Center,International Networking,,9-Sep-15
INDONESIA,Asia,ID002-1987A001,Gadjah Mada University,,,,18-Jun-1987,17-Jun-1992,0,University,General Cooperation,,9-Sep-15
INDONESIA,Asia,ID002-2017A001,Gadjah Mada University,,,,25-Apr-2017,24-Apr-2022,1,University,General Cooperation,,4-May-17
INDONESIA,Asia,ID008-2015A001,"Indonesia, University of",,,,6-Nov-2015,5-Nov-2020,1,University,General Cooperation,,26-Nov-15
INDONESIA,Asia,ID006-2012A001,Institut Teknologi Sepuluh Nopember,,,,27-Dec-2012,26-Dec-2017,0,University,General Cooperation,,9-Sep-15
INDONESIA,Asia,ID006-2012B001,Institut Teknologi Sepuluh Nopember,,,,27-Dec-2012,26-Dec-2017,0,University,Student Exchange,,9-Sep-15
INDONESIA,Asia,ID006-2012C001,Institut Teknologi Sepuluh Nopember,,,,27-Dec-2012,26-Dec-2017,0,University,Faculty/Researchers Exchange,,9-Sep-15
INDONESIA,Asia,ID006-2013A231,Institut Teknologi Sepuluh Nopember,,,Faculty of Mathematics and Natural Sciences,24-Jul-2013,23-Jul-2018,0,Faculty of Science,General Cooperation,,3-Jul-17
INDONESIA,Asia,ID006-2018A001,Institut Teknologi Sepuluh Nopember,,,,20-Nov-2018,19-Nov-2023,1,University,General Cooperation,,12-Dec-18
INDONESIA,Asia,ID006-2018B001,Institut Teknologi Sepuluh Nopember,,,,20-Nov-2018,19-Nov-2023,1,University,Student Exchange,,12-Dec-18
INDONESIA,Asia,ID006-2018C001,Institut Teknologi Sepuluh Nopember,,,,20-Nov-2018,19-Nov-2023,1,University,Faculty/Researchers Exchange,,12-Dec-18
INDONESIA,Asia,ID009-2018A281,Mercu Buana University,,,,27-Apr-2018,26-Apr-2021,1,Faculty of Communication Arts,General Cooperation,ในสัญญาระบุอายุว่า five (3) years สอบถามแล้วคณะแจ้งว่า สัญญามีอายุ 3 ปี,14-Nov-18
INDONESIA,Asia,ID003-2012A921,"Muhammadiyah Yogyakarta, Universitas",,,,16-Nov-2012,15-Nov-2017,0,Halal Science Center,General Cooperation,,9-Sep-15
INDONESIA,Asia,ID004-2010A231,Mulawarman University,,,Faculty of Forestry,12-Oct-2010,11-Oct-2015,0,Faculty of Science,General Cooperation,,9-Sep-15
INDONESIA,Asia,ID004-2014A291,Mulawarman University,,,Faculty of Economics,20-Oct-2014,19-Oct-2019,1,Faculty of Economics,General Cooperation,,9-Sep-15
INDONESIA,Asia,ID012-2017A391,"Negeri Semarang, Universitas",State University of Semarang,UNNES,Faculty of Sport Science,29-Mar-2017,28-Mar-2022,1,Faculty of Sports Science,General Cooperation,,29-Jan-19
INDONESIA,Asia,ID005-2002A001,Padjadjaran University,,,,30-Apr-2002,29-Apr-2007,0,University,General Cooperation,,9-Sep-15
INDONESIA,Asia,ID007-2014A291,Trisakti University,,,Islamic Banking and Finance Institute,11-Dec-2014,10-Dec-2019,1,Faculty of Economics,General Cooperation,For Centre for Muslim World Policies (CMP),24-Sep-15
INDONESIA,Asia,,Trisakti University,,,Faculty of Dentistry,1-Feb-2019,31-Jan-2024,1,Faculty of Dentistry,General Cooperation,,6-Feb-19
IRAN,Asia,IR001-2004A001,Islamic Azad University,,,,4-Jun-2004,unlimited,1,University,General Cooperation,,9-Sep-15
IRAN,Asia,IR002-2003A001,Shiraz University ,,,,14-Jan-2003,unlimited,1,University,General Cooperation,,9-Sep-15
IRAN,Asia,IR004-2005A331,Tehran University of Medical Sciences,,,Pharmaceutical Sciences Research Center and Faculty of Pharmacy,1-Dec-2005,auto renew,1,Faculty of Pharmaceutical Sciences,General Cooperation,,9-Sep-15
IRAN,Asia,IR003-2004A001,"Tehran, University of ",,,,16-Mar-2004,unlimited,1,University,General Cooperation,,9-Sep-15
ISRAEL,Asia,IL001-2014A001,"Haifa, the University of",,,,15-Jul-2014,auto renew,1,University,General Cooperation,,9-Sep-15
ISRAEL,Asia,IL001-2018A001,"Haifa, the University of",,,,11-Dec-2018,10-Dec-2023,,University,General Cooperation,Mention of the collaboration in establishing a Master Degree program in creative arts therapy,12-Dec-18
ITALY,Europe,IT001-1995A291,Bocconi University,,,,15-Feb-1995,14-Jul-1998,0,Faculty of Economics,General Cooperation,,9-Sep-15
ITALY,Europe,IT001-1998A001,Bocconi University,,,,12-Jun-1998,auto renew,1,University,General Cooperation,,9-Sep-15
ITALY,Europe,IT001-1998B991,Bocconi University,,,,12-Jun-1998,auto renew,1,Faculty of Economics / SASIN,Student Exchange,,9-Sep-15
ITALY,Europe,IT001-2003B291,Bocconi University,,,,2-Jul-2003,auto renew,1,Faculty of Economics,Student Exchange,,9-Sep-15
ITALY,Europe,IT001-2016A261,Bocconi University,,,,24-Nov-2016,auto renew,1,Faculty of Commerce and Accountancy,General Cooperation,,25-Jan-19
ITALY,Europe,IT001-2016B261,Bocconi University,,,,24-Nov-2016,auto renew,1,Faculty of Commerce and Accountancy,Student Exchange,,25-Jan-19
ITALY,Europe,IT013-2017A001,Ca' Foscari University of Venice,,,,3-Mar-2017,2-Mar-2022,,University,General Cooperation,,20-Apr-17
ITALY,Europe,IT013-2017B001,Ca' Foscari University of Venice,,,,3-Mar-2017,2-Mar-2022,,University,Student Exchange,With details on staff exchange,20-Apr-17
ITALY,Europe,IT002-2004B261,"Carlo Cattaneo, Universita",,LIUC,Faculty of Economics,12-Mar-2004,unlimited,1,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
ITALY,Europe,IT002-2015A291,"Carlo Cattaneo, Universita",,LIUC,Faculty of Economics,20-Jul-2015,19-Jul-2018,0,Faculty of Economics,General Cooperation,With details on student exchanges,24-Sep-15
ITALY,Europe,IT002-2018A291,"Carlo Cattaneo, Universita",,LIUC,Faculty of Economics,11-Oct-2018,10-Oct-2021,1,Faculty of Economics,General Cooperation,With details on student exchanges,20-Dec-18
ITALY,Europe,IT014-2018B001,Free University of Bozen-Bolzano,,,,22-May-2018,auto renew,,University,Student Exchange,,22-May-18
ITALY,Europe,IT012-2016A001,"Italy, the Embassy of",,,,1-Oct-2016,auto renew,1,University,General Cooperation,With details on accommodation support for an Italian professor and hosting cultural events,4-Oct-16
ITALY,Europe,IT003-2011B291,LUISS Guido Carli University,,,Faculty of Economics,28-Apr-2011,auto renew,1,Faculty of Economics,Student Exchange,,9-Sep-15
ITALY,Europe,IT004-2012A241,"Milano-Bicocca, University of",,,,18-Jan-2012,17-Jan-2017,0,Faculty of Political Science,General Cooperation,,9-Sep-15
ITALY,Europe,IT011-2014A311,"Parma, University of",,,,4-Mar-2014,3-Mar-2019,0,Faculty of Veterinary Science,General Cooperation,,29-Apr-16
ITALY,Europe,IT009-2013B251,Politecnico di Milano,,,School of Design,18-Jan-2013,17-Jan-2018,0,Faculty of Architecture,Student Exchange,,9-Sep-15
ITALY,Europe,IT009-2014B211,Politecnico di Milano,,,,16-May-2014,14-Mar-2018,0,Faculty of Engineering,Student Exchange,Already sign a new one on 14-Mar-18,9-Sep-15
ITALY,Europe,IT009-2016A001,Politecnico di Milano,,,,31-May-2016,30-May-2021,1,University,General Cooperation,,3-Jun-16
ITALY,Europe,IT009-2018B251,Politecnico di Milano,,,"School of Architecture , Urban Planning and Construction Engineering",12-Mar-2018,11-Mar-2023,1,Faculty of Architecture,Student Exchange,,7-May-18
ITALY,Europe,IT009-2018B211,Politecnico di Milano,,,,14-Mar-2018,13-Mar-2023,1,Faculty of Engineering,Student Exchange,,30-Apr-18
ITALY,Europe,IT005-2002A631,"Rome Tor Vergata, University of",,,,7-Feb-2002,6-Feb-2005,0,Petroleum and Petrochemical College,General Cooperation,,9-Sep-15
ITALY,Europe,IT006-2001A001,S. Pio V University of Rome,,,,9-Jan-2001,auto renew,1,University,General Cooperation,,9-Sep-15
ITALY,Europe,IT010-2013A291,Scuola Superiore Sant'Anna,,,,30-Nov-2013,29-Nov-2018,0,Faculty of Economics,General Cooperation,,9-Sep-15
ITALY,Europe,IT007-1998A001,"Torino, Politecnico di ",,,,13-Jun-1998,unlimited,1,University,General Cooperation,,9-Sep-15
ITALY,Europe,IT008-2008A001,"Trento, University of",,,,29-Jan-2008,28-Jan-2011,0,University,General Cooperation,,9-Sep-15
ITALY,Europe,IT008-2012D001,"Trento, University of",,,,6-Jan-2012,auto renew,1,University,Grant Contract/ Scholarship Program,,9-Sep-15
ITALY,Europe,IT008-2012I001,"Trento, University of",,,,6-Jan-2012,auto renew,1,University,International Networking,,9-Sep-15
ITALY,Europe,IT008-2013A001,"Trento, University of",,,,7-Oct-2013,6-Oct-2016,0,University,General Cooperation,,9-Sep-15
ITALY,Europe,IT008-2015B001,"Trento, University of",,,,26-Oct-2015,31-Dec-2017,0,University,Student Exchange,Erasmus+,27-Nov-15
ITALY,Europe,IT008-2016A001,"Trento, University of",,,,19-Sep-2016,6-Oct-2019,1,University,General Cooperation,,4-Oct-16
JAPAN,Asia,JP131-2017A271,"Aizu, University of",,,,1-Aug-2017,31-Jul-2020,1,Faculty of Education,General Cooperation,,7-May-18
JAPAN,Asia,JP001-2006B261,Akita International University,,,,8-Sep-2006,7-Sep-2008,0,Faculty of Commerce and Accountancy,Student Exchange,,9-Sep-15
JAPAN,Asia,JP101-2012A001,Akita University,,,,28-Nov-2012,4-Sep-2017,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP101-2012B001,Akita University,,,,28-Nov-2012,4-Sep-2017,0,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP101-2017A001,Akita University,,,,5-Sep-2017,4-Sep-2022,1,University,General Cooperation,,6-Sep-17
JAPAN,Asia,JP101-2017B001,Akita University,,,,5-Sep-2017,4-Sep-2022,1,University,Student Exchange,,6-Sep-17
JAPAN,Asia,JP002-2010A361,Aomori Chuo Junior College,,,,23-Oct-2010,22-Oct-2015,0,Faculty of Nursing,General Cooperation,,9-Sep-15
JAPAN,Asia,JP003-2011A001,Aoyama Gakuin University,,,,1-Jul-2011,unlimited,1,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP003-2013B001,Aoyama Gakuin University,,,,23-Dec-2013,auto renew,1,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP106-2013D001,Asahi Glass Foundation,,,,2-Jul-2013,1-Jul-2016,0,University,Grant Contract/ Scholarship Program,,9-Sep-15
JAPAN,Asia,JP004-1999C211,"Association of Powder Process Industry and Engineering, the",,,,31-Aug-1999,30-Aug-2007,0,Faculty of Engineering,Faculty/Researchers Exchange,,9-Sep-15
JAPAN,Asia,JP005-2005A001,Bunka Gakuen Educational Foundation,,,,1-Nov-2005,31-Oct-2010,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP006-1985O001,"C.ITOH&Co., Ltd.",,,,12-Jul-1985,unlimited,1,University,Others: Equipment Supply,,9-Sep-15
JAPAN,Asia,JP007-1992F001,Canon Inc.,,,,18-Jun-1992,31-May-1996,0,University,Research Collaboration / Joint Research,,9-Sep-15
JAPAN,Asia,JP133-2018A211,Chiba Institute of Technology,,,,19-Jun-2018,auto renew,,Faculty of Engineering,General Cooperation,,28-Jun-18
JAPAN,Asia,JP133-2018B211,Chiba Institute of Technology,,,,19-Jun-2018,18-Jun-2023,,Faculty of Engineering,Student Exchange,,28-Jun-18
JAPAN,Asia,JP008-1990A331,Chiba University,,,Faculty of Pharmaceutical Science,16-Apr-1990,unlimited,1,Faculty of Pharmaceutical Sciences,General Cooperation,,9-Sep-15
JAPAN,Asia,JP008-2000A001,Chiba University,,,,29-Sep-2000,28-Sep-2005,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP008-2003A271,Chiba University,,,"Faculty of Education, the Graduate School of Education",23-Sep-2003,22-Sep-2008,0,Faculty of Education,General Cooperation,,9-Sep-15
JAPAN,Asia,JP008-2005A001,Chiba University,,,,29-Sep-2005,28-Sep-2010,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP008-2006A361,Chiba University,,,School of Nursing,31-Aug-2006,unlimited,1,Faculty of Nursing,General Cooperation,,9-Sep-15
JAPAN,Asia,JP008-2010A001,Chiba University,,,,29-Sep-2010,28-Sep-2015,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP008-2013B001,Chiba University,,,,21-Feb-2013,28-Sep-2020,1,University,Student Exchange,Valid as long as the General Agreement is valid,9-Sep-15
JAPAN,Asia,JP008-2015B231,Chiba University,,,Faculty of Education,25-Mar-2015,31-Mar-2017,0,Faculty of Science,Student Exchange,TWINCLE Program,9-Sep-15
JAPAN,Asia,JP008-2015A001,Chiba University,,,,12-Oct-2015,28-Sep-2020,1,University,General Cooperation,,15-Oct-15
JAPAN,Asia,JP114-2014A211,Chubu University,,,College of Engineering,14-May-2014,13-May-2019,0,Faculty of Engineering,General Cooperation,,9-Sep-15
JAPAN,Asia,,Chubu University,,,College of Engineering,14-May-2019,13-May-2024,1,Faculty of Engineering,General Cooperation,,18-Apr-19
JAPAN,Asia,JP117-2014A291,Chuo University,,,Faculty of Economics,20-Jul-2014,auto renew,1,Faculty of Economics,General Cooperation,,9-Sep-15
JAPAN,Asia,JP117-2014B291,Chuo University,,,Faculty of Economics,20-Jul-2014,auto renew,1,Faculty of Economics,Student Exchange,,9-Sep-15
JAPAN,Asia,JP009-1985O001,Daito Bunka University,,,,4-Nov-1985,unlimited,1,University,Others: Short Term Study,,9-Sep-15
JAPAN,Asia,JP010-2010A001,Doshisha University,,,,4-Nov-2010,27-May-2015,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP010-2010B001,Doshisha University,,,,4-Nov-2010,27-May-2015,0,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP010-2015A001,Doshisha University,,,,28-Sep-2015,unlimited,1,University,General Cooperation,,1-Oct-15
JAPAN,Asia,JP010-2015B001,Doshisha University,,,,28-Sep-2015,27-Sep-2020,1,University,Student Exchange,,1-Oct-15
JAPAN,Asia,JP011-2005F231,Forestry and Forest Products Research Institute,,,,30-Jun-2005,29-Jun-2010,0,Faculty of Science,Research Collaboration / Joint Research,,9-Sep-15
JAPAN,Asia,JP011-2010F231,Forestry and Forest Products Research Institute,,,,30-Jun-2010,29-Jun-2015,0,Faculty of Science,Research Collaboration / Joint Research,,9-Sep-15
JAPAN,Asia,JP011-2015F231,Forestry and Forest Products Research Institute,,,,22-Apr-2015,21-Apr-2020,1,Faculty of Science,Research Collaboration / Joint Research,,9-Sep-15
JAPAN,Asia,JP012-2010A001,Fukuoka Women's University,,,,15-Mar-2010,14-Mar-2015,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP012-2010B001,Fukuoka Women's University,,,,15-Mar-2010,14-Mar-2015,0,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP012-2015A001,Fukuoka Women's University,,,,15-Mar-2015,14-Mar-2020,1,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP012-2015B001,Fukuoka Women's University,,,,15-Mar-2015,14-Mar-2020,1,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP013-1999A001,Gakushuin University,,,,23-Dec-1999,22-Dec-2004,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP013-2005A001,Gakushuin University,,,,22-Mar-2005,21-Mar-2010,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP013-2010A001,Gakushuin University,,,,22-Mar-2010,21-Mar-2015,0,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP013-2015A001,Gakushuin University,,,,13-Jul-2015,auto renew,1,University,General Cooperation,,9-Sep-15
JAPAN,Asia,JP013-2015B001,Gakushuin University,,,,13-Jul-2015,auto renew,1,University,Student Exchange,,9-Sep-15
JAPAN,Asia,JP014-1994A231,Gifu University,,,Faculty of Agriculture,15-Mar-1994,14-Mar-2004,0,Faculty of Science,General Cooperation,,9-Sep-15
JAPAN,Asia,JP014-2012A231,Gifu University,,,United Graduate School of Agricultural Science,6-Dec-2012,5-Dec-2017,0,Faculty of Science,General Cooperation,,9-Sep-15
JAPAN,Asia,JP014-2015G001,Gifu University,,,,13-Jan-2015,unlimited,1,University,Joint/Double Degree,"Double: Biological Sciences, Faculty of Science",9-Sep-15
JAPAN,Asia,JP015-2010A231,Graduate University for Advanced Studies,,SOKENDAI,School of Physical Sciences,1-Apr-2010,31-Mar-2015,0,Faculty of Science,General Cooperation,,9-Sep-15
JAPAN,Asia,JP015-2010B231,Graduate University for Advanced Studies,,SOKENDAI,School of Physical Sciences,1-Apr-2010,31-Mar-2015,0,Faculty of Science,Student Exchange,,9-Sep-15
JAPAN,Asia,JP102-2012C211,Gunma University,,,Faculty of Engineering,4-Dec-2012,3-Dec-2017,0,Faculty of Engineering,Faculty/Researchers Exchange,,9-Sep-15
